,Tweet Posted Time (UTC),Tweet Content,Tweet Location
4742,2020-03-28,4th day of lockdown..when all web series  movies games are over #Lockdown21,Uttar Pradesh
4743,2020-03-28,Ghar se bahar na nikle please follow government lockdown rule.,Uttar Pradesh
4744,2020-03-28,All india lockdown ,Uttar Pradesh
4745,2020-03-28,1st crime Denonatisarion n 2nd Lockdown.Both without prior preparations n adequate planning. People had suffered n r suffering due to their insensible n immature steps.Thousands of Labourers r walking on road without water n food. Poors r suffering but as per govt SUB CHANGA SI. ,Uttar Pradesh
4746,2020-03-28,If you want to give relief fund for corona virus affection Pls give your money to the Upi id- pmcares@sbi @PMOIndia @itisprashanth @narendramodi @mohandreamer @CMOTamilNadu,Tamil Nadu
4747,2020-03-28,Please Stay Home ..Stay Safe .. Don’t Become A Victim Of CoronaVirus #COVID2019india #StayHomeStaySafe,Tamil Nadu
4748,2020-03-28,yesterday and today two videos have passed it made me realize one I trusted but no basics at all. This is only my speculation. I believe now that the corona virus has been deliberately propagated by Chinese.@nytimes @realDonaldTrump @PDChina @ChinaDaily,Tamil Nadu
4749,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
4750,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
4751,2020-03-28,Corona Virus Global Cases: Jan 19 - 100 Cases Jan 24 - 1000 Cases Jan31 - 10000 Cases Feb12 - 50000 Cases Mar6 - 100000 Cases Mar 18 - 200000 Cases Mar 21 - 300000 Cases Mar 24 - 400000 Cases Mar 26 - 500000 Cases Mar 27 - 597 000 Cases Acceleration in Corona Spread. Stay Safe.,Tamil Nadu
4752,2020-03-28,Wuhan is now open for business at covid - 19 business war to think of it from the backdrop of the American hand being twisted by China by the United States that all of the above countries are financially extinct China will soon fall into the us economy as planned.,Tamil Nadu
4753,2020-03-28,How is it possible to have a virus spread of covid-19 in Russia and north Korea? They are China's active Allies and  on the other hand  the us/South Korea/United Kingdom/France/Italy/Spain and Asia are severely affected by how wuhan is suddenly free from deadly viruses?,Tamil Nadu
4754,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
4755,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
4756,2020-03-28,It’s our time to help govt.We need to create more awareness.since most of us don't have anything to do during our corona lockdown.Every house will have some kids.let's start our awareness from them.record an awareness video #CoronaAwarenessWithKids #NationFirst_CoronaWithKids,Tamil Nadu
4757,2020-03-28,No other go  have to live with it..As someone rightly said the crisis which is gonna hamper us after this lockdown is more worrisome...We are in two edge sword situation now...At least from now on Govts should concentrate more on Health Infea  education than statues  temples etc,Tamil Nadu
4758,2020-03-28,"Recently  I saw a cabinet minister tweet ""watching Ramayan at home"". What about the other priorities ?? Lockdown has increased several other venues for the government. Only schemes won't  this is the time to step out in the field and contribute. #coronawarriors #MigrantsOnTheRoad",Tamil Nadu
4759,2020-03-28,Small donation from my side to fight COVID 19#PMCaresFund – at Andaman &amp; Nicobar Islands,Andaman and Nicobar Islands
4760,2020-03-28,After observing videos on #WhatsApp &amp; news channels about status quo in #Delhi  #GauMutra patrons &amp; #police exercising their authority  it has led me to believe that we are fighting against 2 pandemics: #coronavirus + stupidity ,Chandigarh
4761,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
4762,2020-03-28,#SelfQuarantine #Day12 #Coronavirus Just finalising my travel plans for the next few days: - Las Kitchenas - Los Lounges - Santa Bedroomes - Porto Gardenas - Los bed - Costa Del Balconia - La Rotonda De Sofa - La Susu Toiletta,Chandigarh
4763,2020-03-28,BREAKING: Italy reports 5 974 new cases of coronavirus and 889 new deaths. A total of 92 472 cases and 10 023 deaths. #italy #Chandigarh #CoronaUpdate,Chandigarh
4764,2020-03-28,It’s fission: Coronavirus From 0 to 300 000 cases: 18 weeks From 300 000 to 600 000 cases 1 week #CoronaAlert #chandigarh,Chandigarh
4765,2020-03-28,#SelfQuarantine #Day11 #Coronavirus Breaking News: Tomorrow Is Sunday. Take a day off from sleeping  eating and all the hardwork you’ve been upto. You need this break. #HitMeUp #SundayIdeas,Chandigarh
4766,2020-03-28, India - Coronavirus Cases: 1003 - Active Cases- 898 - Deaths: 21 - Recovered: 84 #IndiaFightsCorona #CoronaLockdown #CoronaUpdatesInIndia,Chandigarh
4767,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
4768,2020-03-28,Just In: BCCI to contribute INR 51 crores to Prime Minister’s Citizen Assistance and Relief in Emergency Situations Fund. #Coronavirus,Chandigarh
4769,2020-03-28,#SelfQuarantine #Day11 #CoronaVirus FactCheck: For all those souls who are still dealing with proving their whereabouts in this lockdown to your respective partners..! Tuhada Aukha Mitro..!!,Chandigarh
4770,2020-03-28,Coronavirus pandemic: Health ministry restricts sale  distribution of hydroxychloroquine https://www.informalnewz.com/2020/03/27/coronavirus-pandemic-health-ministry-restricts-sale-distribution-of-hydroxychloroquine/ via @InformalNewz,Chandigarh
4771,2020-03-28,Indian Fights Corona - Amazing Video which motivates to fight #Coronavirus. #indiafightscorona #FightCorona #StayatHome #StaySafe #socialdistancing #washands @Panchkula  India https://www.instagram.com/p/B-Rm8LDnlRA/?igshid=1jo2kmq4z9qva,Chandigarh
4772,2020-03-28,@ndtv Is a small spell of cough without any other symptom also a warning bell for Corona virus?,Chandigarh
4773,2020-03-28,@ndtv Is a very small spell of dry cough without any other symptom is also a warning sign for Corona virus?,Chandigarh
4774,2020-03-28,Coronavirus: Indian policeman sings Bollywood song to urge people to stay home #Covid19India,Chandigarh
4775,2020-03-28,Coronavirus: Indian policeman sings Bollywood song to urge people to stay home https://gn24.ae/99f3ed1f9ef8000,Chandigarh
4776,2020-03-28,If you think   locking down till April 14   you will defeat coronavirus ? You are wrong... I think in JuLY we will be fine not before that,Chandigarh
4777,2020-03-28,Respected sir @vpsbadnore @ManojPa47203819 @ssptfcchd @DGPPunjabPolice and madam @KirronKherBJP @rajbalamalik @nilambariIPS decision to open shops for public between 10-6 may bring disaster in #Chandigarh #coronavirus @ChandigarhAdmin @ceochandigarh @mcchandigarh,Chandigarh
4778,2020-03-28,@ManojPa47203819 sir pls stop relaxation from 10am to 6pm. This things is very dangerous for Chd people. Curfew is best tool for spreading stop corona virus in Chd. my humble request with you pls save chd people. Chd is in your hand. @vpsbadnore @KirronKherBJP @ChandigarhAdmin,Chandigarh
4779,2020-03-28,#SelfQuarantine #Day11 #CoronaVirus Phew  Finally its weekend. Now i can relax and chill for the next 2 days  this week was all about so much draining effort into sleeping eating &amp; repeating ! #CoronaWeekend,Chandigarh
4780,2020-03-28,Hon’ble Prime Minister you’re kindly requested to direct mobile companies to call their customers thrice a day for maintenance of doctors advice to prevent coronavirus to spread  be safe at this odd hour &amp; hopes for your early action in the interest of saving humanity  thank you,Chandigarh
4781,2020-03-28,If #coronavirus is in the air  and so the Innovations. Built by 2 two students of Govt Medical College Chandigarh: Has potentially utilised bit of Mechanical &amp; Electronics Engineering. Well done medicos @MoHFW_INDIA @RanaSachinIAS @pradeepifsmp @WHO,Chandigarh
4782,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
4783,2020-03-28,It is a very sad situation May the soul of your dad rest in peace.Lock down in US should have been done early to arrest the epidemic.We should all stay home and help our people in dealing with COVID ,Chandigarh
4784,2020-03-28,https://youtu.be/AKZknzC27rY Please watch and share .. #Covid_19 #Covid_19 #COVIDIDIOT #CoronavirusOutbreak #CoronaUpdate,Chandigarh
4785,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
4786,2020-03-28,Looking for some warriors who can fight against COVID 19 mission. Jai Hind ,Chandigarh
4787,2020-03-28,Very right he is doing the same as you mentioned Manish  very sad on d part of @RahulGandhi  seems he has lost his thinking power n balnce of mind  is it time to play politics on covid-19. Shameful.,Chandigarh
4788,2020-03-28,It includes death due to COVID infection ,Chandigarh
4789,2020-03-28,#Sky is so clear that #stars are visible at the time of #Dusk #beautiful #nature on #reset mode #covid_19 #nokia @Home Gaggarwal https://www.instagram.com/p/B-R3UNSByUc/?igshid=yy054l8utxs3,Chandigarh
4790,2020-03-28,Only there are three tools to beat the COVID-19 Unity- of action i.e. maintain social distencing  Descipline- until we beat it  Sacrifice- personal  social interests. So  Do yoga  exercis Learn new skills Sow new seeds today #COVID2019 #SocialDistancingNow #YogaAtHome,Chandigarh
4791,2020-03-28,Thank you @akshaykumar you given 25 cr to PM cares fund more than US AID today for covid -19. I am sure this will motivate more Indians to do it  like me. Thank you once again. https://shrts.in/qDcM,Chandigarh
4792,2020-03-28,You ask your leaders to keep their mouth shut at this hour of crises. The family is playing politics on covid-19. It is shameful.,Chandigarh
4793,2020-03-28,This thread helps understand how WHO played devil’s advocate in making of Pandemic #COVID #COVID2019india #ChineseVirus19,Chandigarh
4794,2020-03-28,TATAs always stand up for the nation. Their national spirits is exemplary and inspirational. Taking care of wards of Taj Mumbai to directed donations for COVID warriors and patients and Much more. Respect ,Chandigarh
4795,2020-03-28,It is advised to all to stay at home still if any unavoidable circumstances arise then get e-Passes for Covid-19 curfew from general link https://epasscovid19.pais.net.in/. @PunjabPoliceInd #21daysoflockdown #StayHomeSaveLives #SASNagarPolice,Chandigarh
4796,2020-03-28,DST sets up COVID-19 Task Force for mapping technologies ,Chandigarh
4797,2020-03-28,Looks like Mohali administration is spraying chemicals that smells of bleach along the residential lines. Wondering how effective it will be to prevent Covid-19 but full marks for trying nonetheless. #COVID2019india,Chandigarh
4798,2020-03-28,Dear sir  PL ask authorities  media to publish - testing centres for covid 19(govt and Pvt.),Chandigarh
4799,2020-03-28,Indian Railways coaches to turn into isolation cabins for #COVID patients All ladders for climbing up the berths have been removed. The bathrooms  aisle areas and other areas have also been modified to prepare the isolation coach. Well done #IndianRailways #chandigarh,Chandigarh
4800,2020-03-28,A Big Indian Salute to mam. Waqar sir God gives you strength so that you remain her strength in fighting COVID-19. #StayHomeStaySafe,Chandigarh
4801,2020-03-28,When the whole India is locked down due to Covid 19  Same time Waf entrepreneur is helping youngsters to start their business online through their mobile phones by sitting at home and growing day by day... this is an… https://www.instagram.com/p/B-RNHT5J6d0/?igshid=b93j90b4mi0c,Chandigarh
4802,2020-03-28,Support us to support our workers #donate #india #covid_19 #support #dailywager #workers #food #unitedinhumanity #foodforall #donatenow #help #helpingothers #helping #committed #givingback #volunteering #volunteers #nonprofit #givingbacktothecommunity #makingadifference,Chandigarh
4803,2020-03-28,@ManojPa47203819 @vpsbadnore @ssptfcchd We are getting vegetables ration and medicines provided by chandigarh administration #chandigarh Why we need curfew relaxatio We are inviting #COVID after success in 2nd stage  but we will face defeat in 3rd stage. Kindly back down on this.,Chandigarh
4804,2020-03-28,Absolutely  this is how we are inviting covid virus to act more easily. It should be revoked. @BJP4Chandigarh @Chandigarhjosh @citizenfirstchd @CleanChandigarh @INCChandigarh @ssptfcchd @ceochandigarh @vpsbadnore @PMOIndia @narendramodi,Chandigarh
4805,2020-03-28,Death toll due to COVID-19 touches 19; number of cases rises to 834:Union Health Ministry :: Stay alert Stay Safe,Chandigarh
4806,2020-03-28,Sir  My maid is struggling for the food because dont have options for income due covid 19  she is lockdown in home dont have any registration. She leaving sohana  mohali have husband and 2 girls both couples are non registered and struggling for the food. Please her,Chandigarh
4807,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
4808,2020-03-28,Problem is migrant labour is not satisfied with food & shelter. There is miscommunication. There is no leader to make them understand the gravity of situation. The whole purpose of lockdown is defeated.,Chandigarh
4809,2020-03-28,It is a very sad situation May the soul of your dad rest in peace.Lock down in US should have been done early to arrest the epidemic.We should all stay home and help our people in dealing with COVID ,Chandigarh
4810,2020-03-28,Economy bitch! It takes time to control the billions of population! What do you think when was lockdown planned? Day before the day it was imposed? The question is  why the govt. Vehicles tickets are hyped and why Kejru isn't cooperating!! ,Chandigarh
4811,2020-03-28,@narendramodi @PMOIndia @NitishKumar @ArvindKejriwal @myogiadityanath @irvpaswan @UPGovt : Who allowed it? It's totally joke of lockdown?. Now we are praying to God to save us. Sir stop this otherwise situation will be out of control in villages. ,Chandigarh
4812,2020-03-28,This quarantine thing isn't even a thing for me because my room partner nd friends didn't allow me to hangout anyways. #livelong #lockdown @BinatulIslam @MuZamil95397011,Chandigarh
4813,2020-03-28,#ask zee I'm Sandeep from panchkula. Hum kab tab lockdown. Me rhanege – at Sector-20  Panchkula,Chandigarh
4814,2020-03-28,21 days 21 photos Let soak some positive from the mother earth !! Stay Home #puneetmohindroophotography #punjab #nature #lockdown #photooftheday #streetphotography #photographers_of_india #photographylovers… https://www.instagram.com/p/B-SMze_BwIk/?igshid=1qkxi7sxujrdr,Chandigarh
4815,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
4816,2020-03-28,The #city is breathing better! #lockdown #socialdistancing #nature #naturephotography #naturelovers #redmik20 #phonecamera #phonecameraphotography @Chandigarh  India https://www.instagram.com/p/B-SJMI9DEgI/?igshid=vpohf8i7l9ot,Chandigarh
4817,2020-03-28,Cutie pie expressing her feelings @narendramodi @PMOIndia @ZeeNews @ChowkidarAajtak @indiatvnews #lockdown #HomeQuarantine,Chandigarh
4818,2020-03-28,#SelfQuarantine #Day11 #CoronaVirus FactCheck: For all those souls who are still dealing with proving their whereabouts in this lockdown to your respective partners..! Tuhada Aukha Mitro..!!,Chandigarh
4819,2020-03-28,@narendramodi sir Lockdown ki date agge Bdegi kya...,Chandigarh
4820,2020-03-28,Nobody is saying it is bad  it is late. But the government hasn't thought of these 1.77 million homeless people. Everyone supports the #lockdown  but it actually is #LockdownWithoutPlan. If it was planned we wouldn't be seeing our fellow Indians stranded on road.,Chandigarh
4821,2020-03-28,#chandigarhpolice #ChandigarhAdministration i want to put this into your notice this is only the 4th day of lockdown and people started taking it lenient.i m situated in sector 14 west chandigarh as compared to the first day of lockdown people are out in groups visiting places.,Chandigarh
4822,2020-03-28,#askzee will lockdown be extended for more days as per study of university of cambridge. – at Dhanas,Chandigarh
4823,2020-03-28,Jin ke dam pe AAP jite hai unhi ko AAP kaha bhejte ja rahe hai? This migration is nowhere else in the country! Citizens living in a particular city/district/state is the responsibility of that city/district/state. Control else lockdown is failing. @ArvindKejriwal,Chandigarh
4824,2020-03-28,The @PMOIndia and @HMOIndia seems weren't even aware that we have 1.77 million homeless people in India  yet on one fine evening @narendramodi declares #lockdown and ask ppl to #StayHome. Where do these 1.77 million go? Are they not citizens of India? https://twitter.com/ramanmann1974/status/1243904185281572865,Chandigarh
4825,2020-03-28,Keep building positivity  besides inspiring each other  so that country doesn’t succumb to. Corona crisis. Equation is clear Lockdown = 21days =504 hours 4days =96. Hours Passed 17days=. 408 hours more to go Let us follow. PM’s CALL &amp; save ourselves country both. ,Chandigarh
4826,2020-03-28,Sir your decision taken by you have proved very beneficial for the citizens. The rush in the markets and roads disappeared as compared to last 2-3 days. Also everyone get everything and also the spirit of lockdown was honoured. @PMOIndia,Chandigarh
4827,2020-03-28,Rightly said Rubika ji..Really Nature is alive again in Lockdown..drawing by my 9 years old daughter Tanshu @RubikaLiyaquat @PMOIndia https://twitter.com/RubikaLiyaquat/status/1243884144951586816,Chandigarh
4828,2020-03-28,Until #lockdown never realised that I actually lived on the foothill of Shivalik Range....#LockdownWithoutPlan #21daysoflockdown,Chandigarh
4829,2020-03-28,We are already in lockdown since Sunday upto April 14 or maybe longer. is going through very difficult times. Hopefully everything goes normal soon.,Chandigarh
4830,2020-03-28,A public interest litigation (PIL) has been filed before the Punjab and Haryana high court against Chandigarh administration’s decision to open shops during lockdown #ChandigarhCurfew #21daylockdown #CautionYesPanicNo #COVID2019 #coronavirusindia @timesofindia @TOIChandigarh,Chandigarh
4831,2020-03-28,Myself Satya Pal Singh. I am living in Mohali Punjab joined in Feb now stuck due to lockdown. I want to go home Mathura or Palwal someone can help it's very urgent in my family there r only 3 members Parents and me. My father is a farmer I have to help him in field because it's,Chandigarh
4832,2020-03-28,It is  Both way . People and police unchanged. When Persuasion fails Coercion follows is the tested play. Strange  people don’t love their. Life . Pls follow Lockdown otherwise  u will be set free from world ,Chandigarh
4833,2020-03-28,Crona Virus  still curable but cheating is incurable& cheaters can not be socially distanced. Even lockdown/curfew are ineffective over cheating. CV can be tested and can be detected after 14 days  but cheating can go for years undetected. ,Chandigarh
4834,2020-03-28,Police Lathi Charge and other punishments of people breaking Lock Down.... A national Shame,Chandigarh
4835,2020-03-28,Police is doing there work very sternly with no non-sense to be tolerated  but this decision is total gibberish. We need to understand the importance of lockdown and curfew. @PMOIndia need ur intervention to guide our fellow administrators of Chandigarh @vpsbadnore @narendramodi,Chandigarh
4836,2020-03-28,Chandigarh is under the CENTER. Looks like no one is INCHARGE At the center 1st &2 nd Days lock down. 3 rd day One shop per sector. Now all shops selling essentials open Next ??,Chandigarh
4837,2020-03-28,Sir  My maid is struggling for the food because dont have options for income due covid 19  she is lockdown in home dont have any registration. She leaving sohana  mohali have husband and 2 girls both couples are non registered and struggling for the food. Please her,Chandigarh
4838,2020-03-28,Applaudable step by @RailMinIndia. Isolation coaches have been ready by the #IndianRailways to fight the #Coronavirus. Thanking Railway Minister Shri @PiyushGoyal Ji for this valuable step. – at Vapi  Gujarat,Dadra and Nagar Haveli
4839,2020-03-28,Plz deep know about covid19 than remark india lockdown – at Hotel Raj Regency,Dadra and Nagar Haveli
4840,2020-03-28,Applaudable step by @RailMinIndia. Isolation coaches have been ready by the #IndianRailways to fight the #Coronavirus. Thanking Railway Minister Shri @PiyushGoyal Ji for this valuable step. – at Vapi  Gujarat,Daman and Diu
4841,2020-03-28,They will contribute for paki’s i guess.. who will pay them #coronavirus,Daman and Diu
4842,2020-03-28,Whenever you gather at a place and don't maintain social Distancing.. #21daylockdown #CoronaLockdown Corona virus : ,Daman and Diu
4843,2020-03-28,Lockdown help line no ,Daman and Diu
4844,2020-03-28,First ever lockdown: @AUThackeray @AmitShah @DDNational @AmSnehil @DrRutvij @GujaratHistory @vijayrupanibjp,Daman and Diu
4845,2020-03-28,Plz deep know about covid19 than remark india lockdown – at Hotel Raj Regency,Daman and Diu
4846,2020-03-28,#COVID19 #StayHomeStaySafe #lockdown #sunset #view view #sky – at Valsad City,Daman and Diu
4847,2020-03-28,@narendramodi I just did my part in the war against coronavirus. Join me  in supporting those who need a helping hand at this critical hour. #PMReliefFund https://gpay.app.goo.gl/tgnMdM,Pondicherry
4848,2020-03-28,#RatanTata Mr.Ratan Tata commits Rs 500 crore from Tata Trusts in fight against Coronavirus. ,Pondicherry
4849,2020-03-28,Stay safe stay at Home coronavirus is real @Yakubu Shop Mart https://www.instagram.com/p/B-RqGnGldoV/?igshid=1kskcofpmw3nt,Pondicherry
4850,2020-03-28,It is true that the corona virus has emerged from China and spread to India and the world. On the very day of India's independence the corona virus came into India as a politician. The fact is that when the world's first politician arrived the coronavirus appeared in the world.,Pondicherry
4851,2020-03-28,After thousands of people are infected with the virus  they give long interviews in magazines and television and treat them like male sons. They are more harmful than the Corona virus  which kills people's lives.,Pondicherry
4852,2020-03-28,RBI joins coronavirus fight with big-bang rate move  EMIs put on hold https://economictimes.indiatimes.com/news/economy/policy/rbi-joins-coronavirus-fight-rolls-out-big-bang-rate-move/articleshow/74840568.cms via NaMo App,Pondicherry
4853,2020-03-28,RBI announcements to safeguard economy from impact of coronavirus: PM Modi https://timesofindia.indiatimes.com/business/india-business/rbi-announcements-to-safeguard-economy-from-impact-of-coronavirus-pm-modi/articleshow/74843261.cms via NaMo App,Pondicherry
4854,2020-03-28,"Why don't any ""people's representatives"" come out to see people who have been slammed by Corona Virus for fear of losing their livelihood and living like dogs for food?",Pondicherry
4855,2020-03-28,Man is a Social Animal! #covid_19 asking social distancing! Isn’t it a systemic war against Mankind that it is challenged to be hyper connected thro internet; yet be isolated physically? R v going to c change of world order from globalisation to Localisation/trust based commune? – at Sri Aurobindo Ashram,Pondicherry
4856,2020-03-28,Italy no out. Today 889 died due to covid-19 Terrible,Pondicherry
4857,2020-03-28,we fully support govt efforts to fight covid 19- more power to you,Pondicherry
4858,2020-03-28,Happiness is an inside job! . #staysafe #behappy #happy #happiness #pondicherry #traveldiaries #yellow #stayhome #covid #india #influencer #blogger #vlogger #love #spreadlove #spreadpositivity @French Colony… https://www.instagram.com/p/B-RKKYwhcMu/?igshid=1gap5163q4pqp,Pondicherry
4859,2020-03-28,RJs call PM Narendra Modi member of fraternity  pledge to be nation’s voice in battle against COVID-19 https://zeenews.india.com/india/rjs-call-pm-narendra-modi-member-of-fraternity-pledge-to-be-nation-s-voice-in-battle-against-covid-19-2272150.html via NaMo App,Pondicherry
4860,2020-03-28,Provide feedback on problems faced by people due to COVID-19 outbreak: PM tells RJ https://timesofindia.indiatimes.com/india/provide-feedback-on-problems-faced-by-people-due-to-covid-19-outbreak-pm-tells-rjs/articleshow/74854493.cms via NaMo App,Pondicherry
4861,2020-03-28,PM Modi's 21-day 'complete lockdown' address most watched event on TV https://economictimes.indiatimes.com/news/politics-and-nation/pm-modis-21-day-complete-lockdown-address-most-watched-event-on-tv/articleshow/74844916.cms via NaMo App,Pondicherry
4862,2020-03-28,A CRPF jawan is distributing food among the homeless beggars during Corona Lockdown at Banipur Railway Station  Dibrugarh  Assam. @crpfindia @adgpi @PMOIndia @RahulGandhi @INCIndia @timesofindia @TimesNow @ndtv @IndiaToday @assampolice Source:Fb post of Samudra Dutta of Dibrugarh,Pondicherry
4863,2020-03-28,I can hear an ambulance in the distance and my heart is pounding. That I hope it's not coronavirus tells you how much I and probably several others like me have downgraded everything else enough to panic about this one damn illness.,Chennai
4864,2020-03-28,Cat tests positive for coronavirus but vets warn that it isn’t necessarily COVID-19 https://twitter.com/i/events/1243943735118802944 #CoronaUpdate #coronacats,Chennai
4865,2020-03-28,Due to #BritishPrimeMinister #BorisJohnson positive for #coronavirus #COVID19 #Indianrulingbritain #Rushisunak &amp; #Pritipatel after 73 yrs,Chennai
4866,2020-03-28,Why are @narendramodi @PMOIndia @HMOIndia @AmitShahOffice @AmitShah not arresting him for this. Who will be responsible in case corona virus spread through these people. #Kejriwal,Chennai
4867,2020-03-28,DO THE FIVE Help stop coronavirus 1.HANDSWash them often 2.ELBOWCough into it 3.FACEDon't touch it 4.SPACEKeep safe distance 5 HOMEStay if you can ,Chennai
4868,2020-03-28,All actions taken against Corona virus will be defeated if movement of migrant labourers from state to state is not stopped. The entire country is in danger unless all States and Centre immediately address this danger.,Chennai
4869,2020-03-28,Coronavirus: India defiant as millions struggle under lockdown ,Chennai
4870,2020-03-28,Coronavirus: India defiant as millions struggle under lockdown https://www.bbc.com/news/world-asia-india-52077395,Chennai
4871,2020-03-28,Coronavirus: How India is preparing for tougher challenges ahead https://timesofindia.indiatimes.com/india/coronavirus-how-india-is-preparing-for-tougher-challenges-ahead/articleshow/74862250.cms?utm_campaign=andapp&amp;utm_medium=referral&amp;utm_source=native_share_tray Download the TOI app now: https://timesofindia.onelink.me/efRt/installtoi,Chennai
4872,2020-03-28,What's with the 52  51  32 lakh donations? Why the extras? Why not round it off to a proper multiple of 10? #Trigger #Lockdown #Coronavirus,Chennai
4873,2020-03-28,Coronavirus Vaccine: Oxford university begins enrolling over 500 volunteers for coronavirus vaccine trial | World News - Times of India ,Chennai
4874,2020-03-28,It's time to release the corona virus infected cluster map of tamilnadu; so that everyone knew the actuals. It will give come idea of Where  how  when. ,Chennai
4875,2020-03-28,I hope the #corona virus can kill #religion. We need only one - #humanity.,Chennai
4876,2020-03-28,There you yo again shooting off....we are better than any European country considering our population. Say a few good words to the government. Your negativity will certainly cause more problems than the corona virus itself. Your whole family is a parasite living off on freebies,Chennai
4877,2020-03-28,Great.Newer ideas to face challenges.Making use of railway coaches as corona hospital like beds converting playgrounds as openair markets and now marriage halls as kitchen etc.We will succeed in battling Corona virus.,Chennai
4878,2020-03-28,@narendramodi Done my responsibility. I just did my part in the war against coronavirus. Join me  in supporting those who need a helping hand at this critical hour. ,Chennai
4879,2020-03-28,Kerala Startup Mission on behalf of Government of Kerala is calling for innovative ideas and solutions that have the potential usage in the fight against Coronavirus. Link: http://www.breakcorona.in,Chennai
4880,2020-03-28,US lawyer files USD 3 trillion lawsuit against China for 'creation and release' of coronavirus https://twitter.com/share?url=https://english.jagran.com/world/us-lawyer-files-usd-3-trillion-lawsuit-against-china-for-creation-and-release-of-coronavirus-10010004,Chennai
4881,2020-03-28,US lawyer files USD 3 trillion lawsuit against China for 'creation and release' of coronavirus https://twitter.com/share?url=https://english.jagran.com/world/us-lawyer-files-usd-3-trillion-lawsuit-against-china-for-creation-and-release-of-coronavirus-10010004,Chennai
4882,2020-03-28,#NGLYG OUT NOW 50% DONATES TO AID COVID-19 MOST NEEDED LINK IN BIO . . . #stayathome #savelives #protectthenhs #djfundraiser #supportinglocalartists #coronavirus #covid19 #throughmusic #united #djfundraiser… https://www.instagram.com/p/B-R1PG9A8aq/?igshid=lgsn6h26o0eo,Chennai
4883,2020-03-28,Home Lockdown is just for our body. But please keep your mind free for all the Important Information vital for the safety. And positively  keep your heart wide open to express the feeling  gratitude and helping others wherever possible. #lockdown #home #coronavirus – at Chennai Airport,Chennai
4884,2020-03-28,Donated Rs 11000 to PM cares to prevent nation against Corona Virus ,Chennai
4885,2020-03-28, Government need to enhance welfare schemes like pensions  PDS  MGNREGA  among others  Anil Devrari. We welcome the government's decision of shutdown to whole nation because we have no another option to stay away from the transition of corona virus.,Chennai
